SKU,Product Name,Category,Author,Stars,Subject,Reviews,Review_English,Date,MarketPlace,Sentiment_GPT,YearMonth,Negative_Reason,Positive_Reason,Neutral_Reason
O34031001,Tanque Tapa Y Griferia Laguna Corona,Toilets,Yenny,5,,Buena calidad y tamaños adecuado,Good quality and suitable sizes.,2023-07-15,HomeCenter,Positive,2023-07,,Toilet,
O34031001,Tanque Tapa Y Griferia Laguna Corona,Toilets,Rafael,5,,"Muy bien, tal cual el anuncio","Very good, just like the advertisement.",2024-03-12,HomeCenter,Positive,2024-03,,General,
O39080001,Tapa Happy Blanco,Toilets,Aura,0,Mala,"Compré este producto y se dañaron los resortes, mala calidad, es una esclavitud estar comprando ésto y bien caro","I bought this product and the springs broke; it's poor quality. It's a hassle to keep buying this, and it's quite expensive.",2024-02-23,Corona,Negative,2024-02,Service,,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Sergio,5,,Supero mis expectativas. Buen relación precio calidad,Exceeded my expectations. Good price-quality ratio.,2023-05-15,HomeCenter,Positive,2023-05,,Toilet,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Anonymous [anonymous],5,Desempeño agil y efectivo,"Recomiendo el producto ya que lo tengo instalado en mi casa y me funciona de maravilla! gran desempeño, diseño y ahorro de agua.","I recommend the product as I have it installed in my home and it works wonderfully! Great performance, design, and water savings.",2023-06-26,Corona,Positive,2023-06,,Toilet,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Anonymous [anonymous],5,Desempeño agil y efectivo,"Recomiendo este producto por su diseño, desempeño y ahorro en el consumo de agua.","I recommend this product for its design, performance, and water-saving features.",2023-06-26,Corona,Positive,2023-06,,Toilet,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Anonymous [anonymous],5,Ahorrador,Lo recomiendo porque es lindo y a demás muy ahorrador con el consumo de agua,I recommend it because it's nice and also very efficient with water consumption.,2023-06-27,Corona,Positive,2023-06,,General,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Adrian silva,5,Ya tengo uno,N/a,Review: N/a,2023-06-29,HomeCenter,Neutral,2023-06,,,Other
O39181001,Sanitario Smart Alongado Blanco,Toilets,Ayler,5,,N/a,Review: N/a,2023-09-28,HomeCenter,Neutral,2023-09,,,Other
O39181001,Sanitario Smart Alongado Blanco,Toilets,Maria Paz,5,Excelente,"Producto tal cual al de la foto, recomendado","The product is exactly as shown in the picture, recommended.",2023-10-19,HomeCenter,Positive,2023-10,,General,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Nicolás López,5,Excelente diseño y ergonomia,Me parece bien la calidad y tamaño del producto en relación a su precio.,I think the quality and size of the product are good in relation to its price.,2023-11-29,HomeCenter,Positive,2023-11,,Toilet,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Andres Besemer,5,Buen producto,"Pendiente utilizar, vi comentarios tenía buena referencia.","Review: I was hesitant to use it, but I saw comments that had good references.",2023-12-21,HomeCenter,Neutral,2023-12,,,Other
O39181001,Sanitario Smart Alongado Blanco,Toilets,Eliana fertier,5,Se nota buen producto,Por ahora conforme con la entrega rápida cuando la comencemos a usar podré evaluar de mejor manera gracias,"So far, I'm satisfied with the quick delivery. Once we start using it, I will be able to evaluate it better. Thank you.",2024-02-05,HomeCenter,Neutral,2024-02,,,Other
O39181001,Sanitario Smart Alongado Blanco,Toilets,Gonzalo Millan,5,Lo que estábamos buscando,"Buen tamaño, cómodo y consume menos agua","Great size, comfortable, and uses less water.",2024-02-09,HomeCenter,Positive,2024-02,,Toilet,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Josefina,5,,"Tal cual la descripción,  lo tengo hace como 5 años y ha funcionado perfecto. Lo volví a comprar para otro baño","Just as described, I've had it for about 5 years and it has worked perfectly. I bought it again for another bathroom.",2024-02-21,HomeCenter,Positive,2024-02,,General,
O39181001,Sanitario Smart Alongado Blanco,Toilets,Edison,5,Paso la prueba de evacuación 😁,Después de buscar por mucho tiempo un wc que cumpliera el objetivo de no taparse por fin 👏 encontré WC Smart  leí muchas referencias y si cumple con lo descrito con poca agua se va todo y es silencio.,"After searching for a long time for a toilet that wouldn't clog, I finally found the Smart Toilet 👏. I read many reviews, and it lives up to its description—everything flushes away with little water, and it's quiet.",2024-03-31,HomeCenter,Positive,2024-03,,Toilet,
O39181031,Sanitario Smart Alongado Bone,Toilets,,5,Buen producto,Buen producto y cómodo descarga bastante y sin lio,Good product and comfortable; it downloads a lot and without any hassle.,2022-01-14,HomeCenter,Positive,2022-01,,Toilet,
O39181031,Sanitario Smart Alongado Bone,Toilets,Carebola,5,Magnifico!,Una excelente compra lo recomiendo super contento 1a,"An excellent purchase, I highly recommend it. I'm very happy!",2022-06-24,HomeCenter,Positive,2022-06,,General,
O39181031,Sanitario Smart Alongado Bone,Toilets,Cristian,5,,Muy bueno y ahorrador fácil de instalar,"Very good and energy-saving, easy to install.",2023-11-10,HomeCenter,Positive,2023-11,,General,
O43221001,Tanque Tapa Griferia Happy Blanco Corona,Toilets,Germn,5,,El tamaño perfecto y encaja en una tasa estándar,The perfect size and fits in a standard cup.,2023-11-08,HomeCenter,Positive,2023-11,,General,
O43221001,Tanque Tapa Griferia Happy Blanco Corona,Toilets,Lizette,5,,"Es igual al de la foto, el tamaño es perfecto y fue muy fácil conseguir con Falabella un producto tan difícil","It's just like the picture, the size is perfect, and it was very easy to find such a difficult product with Falabella.",2023-12-13,HomeCenter,Positive,2023-12,,General,
O43222251,Tanque Tapa Y Griferia Happy Rjo Bicolor,Toilets,Lucy,5,,N/a,Review: N/a,2024-03-14,HomeCenter,Neutral,2024-03,,,Other
O60721001,Sanitario Solare Single,Toilets,Anonymous [anonymous],1,No se consiguen los repuestos,"Viene con una bomba de llenado, que no se consigue en puntos de venta Grival ni en Home Center. Y el servicio al cliente de garantía se demora mucho","It comes with a filling pump, which is not available at Grival stores or Home Center. Also, the warranty customer service takes a long time.",2022-11-26,Corona,Negative,2022-11,Service,,
O60721001,Sanitario Solare Single,Toilets,KAAG,1,No es lo que me garantizaron,"Compre un sanitario solare, supuestamente lo último en descargas y no se la lleva sino tapado, estoy re-aburrido con esa compra y más haber pagado semejante precio","I bought a solar toilet, supposedly the latest in waste disposal, and it only gets clogged. I'm really frustrated with this purchase, especially after paying such a high price.",2022-12-09,HomeCenter,Negative,2022-12,Service,,
O60721001,Sanitario Solare Single,Toilets,LUZMARANGO,1,la peor compra,"No lo recomendamos, compramos tres Toilets porque según el vendedor era el mejor por descarga, anatomía, sifón oculto, en fin el numero uno. Oh sorpresa, la descarga no es la mejor y lo peor es la forma, el asiento debe asearse constantemente porque hay algo que no funciona y la tapa bizcocho creo que se llama permanece salpicada, se debe asear varias veces al día porque de lo contrario es un completo desastre. Estamos muy decepcionados fue la peor compra que hicimos en la remodelación de nuestra casa. NO LO RECOMIENDO, que desastre","We do not recommend it. We bought three toilets because the seller claimed it was the best in terms of flushing, design, and hidden siphon—basically, the number one. What a surprise, the flushing is not great, and the worst part is the shape. The seat needs to be cleaned constantly because something is not working properly, and the lid, which I believe is called a ""cake lid,"" stays splattered. It needs to be cleaned several times a day; otherwise, it becomes a complete mess. We are very disappointed; it was the worst purchase we made during our home renovation. I DO NOT RECOMMEND it; what a disaster.",2023-01-28,HomeCenter,Negative,2023-01,Service,,
O60721001,Sanitario Solare Single,Toilets,Andrés Ramirez Gonzalez [andrago23@gmail.com],5,Espectacular,"El producto es hermoso, de los Toilets más bonitos que tiene Corona y su desempeño es excelente, tiene muy buen ahorro de agua y el producto no se ""taquea""","The product is beautiful, one of the prettiest toilets that Corona offers, and its performance is excellent. It saves a lot of water, and the product doesn't get clogged.",2023-06-30,Corona,Positive,2023-06,,General,
O60721001,Sanitario Solare Single,Toilets,Ana Maria,5,,"un tamaño ideal, su altura genial para todos los que tenemos problemas de rodillas, con una descarga impecable esta de lujo!","Review: the ideal size, its height is great for those of us with knee problems, and the support is impeccable—it's fantastic!",2023-06-30,HomeCenter,Positive,2023-06,,General,
O60721001,Sanitario Solare Single,Toilets,Anonymous [anonymous],5,Muy bonito y con desempeño sobresaliente,"Su funcionamiento es muy bueno.  En 1 año de uso, no se ha atascado ni una sola vez, y mi baño quedó muy bonito, porque su diseño es muy moderno.","The product works very well. In one year of use, it hasn't jammed even once, and my bathroom looks great because its design is very modern.",2023-07-07,Corona,Positive,2023-07,,Toilet,
O60721001,Sanitario Solare Single,Toilets,Ana R Fonseca,5,"Estéticamente es un sanitario muy bonito, seria bueno que también lo fabricaran en color negro","Recomiendo este producto debido a que su instalación es convencional, no requiere de brida, y es algo que valoro, pues los Toilets con sistema brida no son tan fáciles de instalar, no todos los albañiles entienden el sistema, y no me gusta que peguen los Toilets con silicona. En cuanto a la parte funcional le doy un 8 de 10, es ahorrador y cómodo, sin embargo, la inyección de agua no me convence del todo ya que siento que no quedan muy limpias las Walls internas. No obstante, lo recomiendo, espero que corona continúe innovando.","I recommend this product because its installation is straightforward and doesn't require a flange, which I appreciate. Toilets with a flange system are not as easy to install, and not all plumbers understand the system. I also dislike when toilets are sealed with silicone. As for its functionality, I give it an 8 out of 10; it's water-saving and comfortable. However, I'm not completely satisfied with the water injection, as I feel it doesn't clean the internal walls very well. Nevertheless, I recommend it and hope that the brand continues to innovate.",2024-04-01,Corona,Positive,2024-04,,Toilet,
O61061001,Orinal Arrecife Entrada Superior,Toilets,DIEGO ALBERTO,5,Buen Producto,Funciona muy bien el Producto y de buena calidad y Finishes,The product works very well and is of good quality and finish.,2022-05-31,HomeCenter,Positive,2022-05,,Toilet,
O61061001,Orinal Arrecife Entrada Superior,Toilets,Rafael82,5,Compra de orinal,Compre 3 orinales y la calidad del servicio y productos fueron excelente,"I bought 3 urinals, and the quality of the service and products was excellent.",2022-05-31,HomeCenter,Positive,2022-05,,Toilet,
O61061001,Orinal Arrecife Entrada Superior,Toilets,luis,5,,si es igual a la foto y se ve de buena calidad,It is just like the picture and looks to be of good quality.,2022-07-08,HomeCenter,Positive,2022-07,,Toilet,
O61061001,Orinal Arrecife Entrada Superior,Toilets,juan,5,,me satisface plenamente,I am completely satisfied.,2022-07-13,HomeCenter,Positive,2022-07,,General,
O61061001,Orinal Arrecife Entrada Superior,Toilets,Alexis,4,,"Estaba todo detallado, pero es mejor indicar que la grifería no está incluida","The product was well detailed, but it's better to mention that the faucet is not included.",2023-10-05,HomeCenter,Neutral,2023-10,,,Other
O62111001,Orinal Petite Entrada Superior,Toilets,Néstor Perea,5,Excelente  muy bueno,"Se compró En el mes de junio, resultó práctico muy bueno","I bought it in June, and it turned out to be very practical and good.",2022-07-02,HomeCenter,Positive,2022-07,,General,
O62111001,Orinal Petite Entrada Superior,Toilets,Sergio,4,,Tamaño ideal para espacios reducidos,Ideal size for small spaces.,2023-09-23,HomeCenter,Positive,2023-09,,General,
O64601001,Tanque Tapa Y Griferia Acuaplus Ultra Blanco,Toilets,Yann,1,mala griferia,la grifería es de mala calidad. No es el mismo modelo de grifería que se compra separadamente. Aveces ni siquiera se llena el tanque.,The faucet is of poor quality. It is not the same model of faucet that is sold separately. Sometimes it doesn't even fill the tank.,2022-04-05,HomeCenter,Negative,2022-04,Toilet,,
O64601001,Tanque Tapa Y Griferia Acuaplus Ultra Blanco,Toilets,Oscarellanos,5,Muy bueno!!!,"Comprado recientemente, enviado rapido y fácil de instalar!!!","Recently purchased, shipped quickly, and easy to install!!!",2022-11-12,HomeCenter,Positive,2022-11,,General,
sanitario-aquapro,Sanitario Aquapro,Toilets,Anonymous [anonymous],5,Excelente diseño,Ahorro y economía En el gastó de agua por sistema de descarga Doble,Savings and economy in water usage with the dual flush system.,2020-08-10,Corona,Positive,2020-08,,Toilet,
sanitario-aquapro-alongado,Sanitario Aquapro Alongado,Toilets,Anonymous [anonymous],3,Incómodo espaldar.,He comprado este sanitario para efectos de ahorro de agua. No pensé que eso sería inversamente proporcional a la comodidad de estar sentada allí y no poder recostar mi espalda; el diseño de la tapa lo hace imposible.,I bought this toilet for water-saving purposes. I didn't think that would be inversely proportional to the comfort of sitting there and not being able to lean my back; the design of the lid makes it impossible.,2021-08-26,Corona,Negative,2021-08,Toilet,,
sanitario-san-giorgio-alongado,Sanitario San Giorgio Alongado,Toilets,Anonymous [anonymous],3,Hoy 2 noviembre 2021 compre el Giorgio elongado,"El Giorgio corona era lo que quería, hecho a mi medida:Doble descarga, elongado, tanque y taza en una sola unidad.para mi corona es lo mejor.Vivo en Manizales,sector centro.Aún no he instalado el sanitario y confío que todo funcione bien. Gracias por hacer productos tan Buenos","The Giorgio toilet was exactly what I wanted, made to my specifications: dual flush, elongated, tank and bowl in one unit. For me, it's the best. I live in Manizales, downtown area. I haven't installed the toilet yet, but I trust that everything will work well. Thank you for making such good products!",2021-11-02,Corona,Positive,2021-11,,Toilet,
sanitario-smart-redondo,Sanitario Smart Redondo,Toilets,Anonymous [anonymous],1,"Al parecer la empresa Corona no mantiene los respuestos para la postventa, y considero este hecho muy importante para mantener la clientela",es bueno siempre y cuando se mantengan en venta los repuestos postventa,It's good as long as the aftermarket parts remain available for sale.,2023-06-02,Corona,Neutral,2023-06,,,Other
